departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Bezannes,Nancy,Champagne-Ardenne TGV,Nancy,54,"49.2147690,3.99452300","48.6898570,6.17457900"
Paris,Reims,Paris Est,Reims,49,"48.8767420,2.35842400","49.2589340,4.02249400"
Reims,Paris,Reims,Paris Est,46,"49.2589340,4.02249400","48.8767420,2.35842400"
Colmar,Sélestat,Colmar,Sélestat,11,"48.0735270,7.34775600","48.2598240,7.44365700"
Sélestat,Strasbourg,Sélestat,Strasbourg,21,"48.2598240,7.44365700","48.5851100,7.73388200"
Louvigny,Paris,Lorraine TGV,Paris Est,77,"48.9477130,6.16977800","48.8767420,2.35842400"
Colmar,Strasbourg,Colmar,Strasbourg,30,"48.0735270,7.34775600","48.5851100,7.73388200"
Strasbourg,Colmar,Strasbourg,Colmar,27,"48.5851100,7.73388200","48.0735270,7.34775600"
Strasbourg,Sélestat,Strasbourg,Sélestat,20,"48.5851100,7.73388200","48.2598240,7.44365700"
Sélestat,Colmar,Sélestat,Colmar,11,"48.2598240,7.44365700","48.0735270,7.34775600"
Strasbourg,Les Trois-Domaines,Strasbourg,Meuse TGV,50,"48.5851100,7.73388200","48.9785830,5.27102400"
Les Trois-Domaines,Strasbourg,Meuse TGV,Strasbourg,51,"48.9785830,5.27102400","48.5851100,7.73388200"
Paris,Nancy,Paris Est,Nancy,92,"48.8767420,2.35842400","48.6898570,6.17457900"
Nancy,Paris,Nancy,Paris Est,94,"48.6898570,6.17457900","48.8767420,2.35842400"
Nancy,Les Trois-Domaines,Nancy,Meuse TGV,34,"48.6898570,6.17457900","48.9785830,5.27102400"
Nancy,Bezannes,Nancy,Champagne-Ardenne TGV,53,"48.6898570,6.17457900","49.2147690,3.99452300"
Nancy,Épinal,Nancy,Épinal,43,"48.6898570,6.17457900","48.1780050,6.44178700"
Épinal,Remiremont,Épinal,Remiremont,21,"48.1780050,6.44178700","48.0163420,6.59887900"
Remiremont,Épinal,Remiremont,Épinal,22,"48.0163420,6.59887900","48.1780050,6.44178700"
Épinal,Nancy,Épinal,Nancy,43,"48.1780050,6.44178700","48.6898570,6.17457900"
Nancy,Sarrebourg,Nancy,Sarrebourg,37,"48.6898570,6.17457900","48.7380800,7.05285000"
Sarrebourg,Nancy,Sarrebourg,Nancy,38,"48.7380800,7.05285000","48.6898570,6.17457900"
Lunéville,Saint-Dié-des-Vosges,Lunéville,Saint-Dié-des-Vosges,33,"48.5879900,6.49699700","48.2822330,6.94847200"
Nancy,Saint-Dié-des-Vosges,Nancy,Saint-Dié-des-Vosges,48,"48.6898570,6.17457900","48.2822330,6.94847200"
Saint-Dié-des-Vosges,Nancy,Saint-Dié-des-Vosges,Nancy,54,"48.2822330,6.94847200","48.6898570,6.17457900"
Saint-Dié-des-Vosges,Lunéville,Saint-Dié-des-Vosges,Lunéville,33,"48.2822330,6.94847200","48.5879900,6.49699700"
Bezannes,Metz,Champagne-Ardenne TGV,Metz,48,"49.2147690,3.99452300","49.1094660,6.17705200"
Reims,Rethel,Reims,Rethel,19,"49.2589340,4.02249400","49.5043930,4.36956600"
Rethel,Charleville-Mézières,Rethel,Charleville-Mézières,28,"49.5043930,4.36956600","49.7676300,4.72434400"
Charleville-Mézières,Sedan,Charleville-Mézières,Sedan,16,"49.7676300,4.72434400","49.6950240,4.93037300"
Sedan,Charleville-Mézières,Sedan,Charleville-Mézières,14,"49.6950240,4.93037300","49.7676300,4.72434400"
Charleville-Mézières,Rethel,Charleville-Mézières,Rethel,28,"49.7676300,4.72434400","49.5043930,4.36956600"
Rethel,Reims,Rethel,Reims,21,"49.5043930,4.36956600","49.2589340,4.02249400"
Châlons-en-Champagne,Bezannes,Châlons-en-Champagne,Champagne-Ardenne TGV,20,"48.9552520,4.34865600","49.2147690,3.99452300"
Bezannes,Châlons-en-Champagne,Champagne-Ardenne TGV,Châlons-en-Champagne,21,"49.2147690,3.99452300","48.9552520,4.34865600"
Metz,Thionville,Metz,Thionville,19,"49.1094660,6.17705200","49.3539650,6.16858200"
Thionville,Luxembourg,Thionville,Luxembourg,24,"49.3539650,6.16858200","49.5997220,6.13472200"
Luxembourg,Thionville,Luxembourg,Thionville,20,"49.5997220,6.13472200","49.3539650,6.16858200"
Thionville,Metz,Thionville,Metz,19,"49.3539650,6.16858200","49.1094660,6.17705200"
Paris,Nantes,Paris Montparnasse Hall 1 - 2,Nantes,125,"48.8411720,2.32051400","47.2174910,-1.5420770"
Nantes,La Roche-sur-Yon,Nantes,La Roche-sur-Yon,42,"47.2174910,-1.5420770","46.6720750,-1.4356600"
La Roche-sur-Yon,Les Sables-d'Olonne,La Roche-sur-Yon,Les Sables-d'Olonne,26,"46.6720750,-1.4356600","46.5008700,-1.7819870"
Paris,Sablé-sur-Sarthe,Paris Montparnasse Hall 1 - 2,Sablé-sur-Sarthe,72,"48.8411720,2.32051400","47.8417590,-0.3420000"
Angers,Nantes,Angers Saint-Laud,Nantes,39,"47.4646490,-0.5567700","47.2174910,-1.5420770"
Paris,Lyon,Paris Gare de Lyon Hall 1 - 2,Lyon Part Dieu,278,"48.8449450,2.37348100","45.7605960,4.85940900"
Paris,Dijon,Paris Gare de Lyon Hall 1 - 2,Dijon,145,"48.8449450,2.37348100","47.3234110,5.02725600"
Dijon,Lyon,Dijon,Lyon Perrache,96,"47.3234110,5.02725600","45.7485080,4.82577700"
Lyon,Grenoble,Lyon Part Dieu,Grenoble,70,"45.7605960,4.85940900","45.1931300,5.71411400"
Lyon,Paris,Lyon Part Dieu,Paris Gare de Lyon Hall 1 - 2,277,"45.7605960,4.85940900","48.8449450,2.37348100"
Lyon,Dijon,Lyon Part Dieu,Dijon,112,"45.7605960,4.85940900","47.3234110,5.02725600"
Dijon,Paris,Dijon,Paris Gare de Lyon Hall 1 - 2,168,"47.3234110,5.02725600","48.8449450,2.37348100"
Dijon,Montbard,Dijon,Montbard,36,"47.3234110,5.02725600","47.6187410,4.33621200"
Montbard,Paris,Montbard,Paris Gare de Lyon Hall 1 - 2,117,"47.6187410,4.33621200","48.8449450,2.37348100"
Lyon,Valence,Lyon Part Dieu,Valence Ville,53,"45.7605960,4.85940900","44.9280810,4.89328800"
Valence,Montélimar,Valence Ville,Montélimar,21,"44.9280810,4.89328800","44.5589360,4.74472600"
Montélimar,Orange,Montélimar,Orange,26,"44.5589360,4.74472600","44.1374850,4.82005800"
Orange,Avignon,Orange,Avignon Centre,16,"44.1374850,4.82005800","43.9419230,4.80526900"
Paris,Valence,Paris Gare de Lyon Hall 1 - 2,Valence Ville,327,"48.8449450,2.37348100","44.9280810,4.89328800"
Avignon,Arles,Avignon Centre,Arles,17,"43.9419230,4.80526900","43.6848630,4.63210500"
Arles,Miramas,Arles,Miramas,22,"43.6848630,4.63210500","43.5807370,4.99956500"
Avignon,Orange,Avignon Centre,Orange,13,"43.9419230,4.80526900","44.1374850,4.82005800"
Orange,Montélimar,Orange,Montélimar,25,"44.1374850,4.82005800","44.5589360,4.74472600"
Montélimar,Valence,Montélimar,Valence Ville,22,"44.5589360,4.74472600","44.9280810,4.89328800"
Valence,Lyon,Valence Ville,Lyon Part Dieu,60,"44.9280810,4.89328800","45.7605960,4.85940900"
Dijon,Lyon,Dijon,Lyon Part Dieu,91,"47.3234110,5.02725600","45.7605960,4.85940900"
Dijon,Aix-les-Bains,Dijon,Aix-les-Bains le Revard,144,"47.3234110,5.02725600","45.6881610,5.90937100"
Aix-les-Bains,Chambéry,Aix-les-Bains le Revard,Chambéry - Challes-les-Eaux,11,"45.6881610,5.90937100","45.5713020,5.91954700"
Chambéry,Annecy,Chambéry - Challes-les-Eaux,Annecy,41,"45.5713020,5.91954700","45.9020470,6.12182600"
Montpellier,Nîmes,Montpellier Saint-Roch,Nîmes Centre,28,"43.6047380,3.88067400","43.8323130,4.36587200"
Nîmes,Valence,Nîmes Centre,Valence Ville,68,"43.8323130,4.36587200","44.9280810,4.89328800"
Valence,Paris,Valence Ville,Paris Gare de Lyon Hall 1 - 2,314,"44.9280810,4.89328800","48.8449450,2.37348100"
Valence,Nîmes,Valence Ville,Nîmes Centre,77,"44.9280810,4.89328800","43.8323130,4.36587200"
Nîmes,Montpellier,Nîmes Centre,Montpellier Saint-Roch,31,"43.8323130,4.36587200","43.6047380,3.88067400"
Nîmes,Paris,Nîmes Centre,Paris Gare de Lyon Hall 1 - 2,396,"43.8323130,4.36587200","48.8449450,2.37348100"
Lyon,Chambéry,Lyon Part Dieu,Chambéry - Challes-les-Eaux,72,"45.7605960,4.85940900","45.5713020,5.91954700"
Chambéry,Aix-les-Bains,Chambéry - Challes-les-Eaux,Aix-les-Bains le Revard,11,"45.5713020,5.91954700","45.6881610,5.90937100"
Aix-les-Bains,Annecy,Aix-les-Bains le Revard,Annecy,28,"45.6881610,5.90937100","45.9020470,6.12182600"
Dijon,Chambéry,Dijon,Chambéry - Challes-les-Eaux,156,"47.3234110,5.02725600","45.5713020,5.91954700"
Annecy,Aix-les-Bains,Annecy,Aix-les-Bains le Revard,26,"45.9020470,6.12182600","45.6881610,5.90937100"
Chambéry,Paris,Chambéry - Challes-les-Eaux,Paris Gare de Lyon Hall 1 - 2,323,"45.5713020,5.91954700","48.8449450,2.37348100"
Chambéry,Dijon,Chambéry - Challes-les-Eaux,Dijon,191,"45.5713020,5.91954700","47.3234110,5.02725600"
Valence,Avignon,Valence Ville,Avignon TGV,61,"44.9280810,4.89328800","43.9219400,4.78613600"
Avignon,Aix-en-Provence,Avignon TGV,Aix-en-Provence TGV,20,"43.9219400,4.78613600","43.4552370,5.31753400"
Aix-en-Provence,Marseille,Aix-en-Provence TGV,Marseille Saint-Charles,12,"43.4552370,5.31753400","43.3026660,5.38040700"
Paris,Avignon,Paris Gare de Lyon Hall 1 - 2,Avignon TGV,388,"48.8449450,2.37348100","43.9219400,4.78613600"
Annecy,Chambéry,Annecy,Chambéry - Challes-les-Eaux,35,"45.9020470,6.12182600","45.5713020,5.91954700"
Aix-les-Bains,Paris,Aix-les-Bains le Revard,Paris Gare de Lyon Hall 1 - 2,291,"45.6881610,5.90937100","48.8449450,2.37348100"
Grenoble,Paris,Grenoble,Paris Gare de Lyon Hall 1 - 2,342,"45.1931300,5.71411400","48.8449450,2.37348100"
Grenoble,Lyon,Grenoble,Lyon Part Dieu,79,"45.1931300,5.71411400","45.7605960,4.85940900"
Mulhouse,Meroux-Moval,Mulhouse,Belfort - Montbéliard TGV,22,"47.7426910,7.34316000","47.5851050,6.89798400"
Meroux-Moval,Les Auxons,Belfort - Montbéliard TGV,Besançon Franche-Comté TGV,20,"47.5851050,6.89798400","47.3072150,5.95361300"
Les Auxons,Dijon,Besançon Franche-Comté TGV,Dijon,28,"47.3072150,5.95361300","47.3234110,5.02725600"
Dijon,Les Auxons,Dijon,Besançon Franche-Comté TGV,27,"47.3234110,5.02725600","47.3072150,5.95361300"
Les Auxons,Meroux-Moval,Besançon Franche-Comté TGV,Belfort - Montbéliard TGV,22,"47.3072150,5.95361300","47.5851050,6.89798400"
Meroux-Moval,Mulhouse,Belfort - Montbéliard TGV,Mulhouse,22,"47.5851050,6.89798400","47.7426910,7.34316000"
Paris,Montbard,Paris Gare de Lyon Hall 1 - 2,Montbard,116,"48.8449450,2.37348100","47.6187410,4.33621200"
Montbard,Dijon,Montbard,Dijon,34,"47.6187410,4.33621200","47.3234110,5.02725600"
Lyon,Avignon,Lyon Part Dieu,Avignon TGV,133,"45.7605960,4.85940900","43.9219400,4.78613600"
Marseille,Aix-en-Provence,Marseille Saint-Charles,Aix-en-Provence TGV,11,"43.3026660,5.38040700","43.4552370,5.31753400"
Aix-en-Provence,Avignon,Aix-en-Provence TGV,Avignon TGV,20,"43.4552370,5.31753400","43.9219400,4.78613600"
Avignon,Paris,Avignon TGV,Paris Gare de Lyon Hall 1 - 2,368,"43.9219400,4.78613600","48.8449450,2.37348100"
Avignon,Valence,Avignon TGV,Valence Ville,53,"43.9219400,4.78613600","44.9280810,4.89328800"
Avignon,Lyon,Avignon TGV,Lyon Part Dieu,102,"43.9219400,4.78613600","45.7605960,4.85940900"
Marseille,Paris,Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,426,"43.3026660,5.38040700","48.8449450,2.37348100"
Nîmes,Lyon,Nîmes Centre,Lyon Part Dieu,138,"43.8323130,4.36587200","45.7605960,4.85940900"
Lyon,Nîmes,Lyon Part Dieu,Nîmes Centre,134,"45.7605960,4.85940900","43.8323130,4.36587200"
Paris,Aix-les-Bains,Paris Gare de Lyon Hall 1 - 2,Aix-les-Bains le Revard,312,"48.8449450,2.37348100","45.6881610,5.90937100"
Massy,Le Mans,Massy TGV,Le Mans,52,"48.7257580,2.26125400","47.9956150,0.19261400"
Le Mans,Rennes,Le Mans,Rennes,45,"47.9956150,0.19261400","48.1035170,-1.6727440"
Lille,Tremblay-en-France,Lille Europe,Aéroport Charles de Gaulle 2 TGV,52,"50.6390140,3.07627900","49.0036180,2.57081200"
Lille,Tremblay-en-France,Lille Flandres,Aéroport Charles de Gaulle 2 TGV,54,"50.6365770,3.06987000","49.0036180,2.57081200"
Rennes,Laval,Rennes,Laval,26,"48.1035170,-1.6727440","48.0762550,-0.7609290"
Laval,Le Mans,Laval,Le Mans,28,"48.0762550,-0.7609290","47.9956150,0.19261400"
Le Mans,Massy,Le Mans,Massy TGV,52,"47.9956150,0.19261400","48.7257580,2.26125400"
Tremblay-en-France,Lille,Aéroport Charles de Gaulle 2 TGV,Lille Europe,52,"49.0036180,2.57081200","50.6390140,3.07627900"
Arras,Estrées-Deniécourt,Arras,TGV Haute Picardie,18,"50.2868110,2.78015900","49.8591720,2.83161900"
Estrées-Deniécourt,Tremblay-en-France,TGV Haute Picardie,Aéroport Charles de Gaulle 2 TGV,29,"49.8591720,2.83161900","49.0036180,2.57081200"
Lille,Estrées-Deniécourt,Lille Europe,TGV Haute Picardie,28,"50.6390140,3.07627900","49.8591720,2.83161900"
Tremblay-en-France,Lille,Aéroport Charles de Gaulle 2 TGV,Lille Flandres,54,"49.0036180,2.57081200","50.6365770,3.06987000"
Tremblay-en-France,Estrées-Deniécourt,Aéroport Charles de Gaulle 2 TGV,TGV Haute Picardie,30,"49.0036180,2.57081200","49.8591720,2.83161900"
Estrées-Deniécourt,Lille,TGV Haute Picardie,Lille Europe,27,"49.8591720,2.83161900","50.6390140,3.07627900"
Versailles,Massy,Versailles Chantiers,Massy-Palaiseau,13,"48.7958260,2.13588300","48.7264210,2.25752800"
Massy,Lyon,Massy-Palaiseau,Lyon Part Dieu,123,"48.7264210,2.25752800","45.7605960,4.85940900"
Lyon,Alixan,Lyon Part Dieu,Valence TGV Rhône-Alpes Sud,34,"45.7605960,4.85940900","44.9919070,4.97865200"
Alixan,Avignon,Valence TGV Rhône-Alpes Sud,Avignon TGV,32,"44.9919070,4.97865200","43.9219400,4.78613600"
Avignon,Marseille,Avignon TGV,Marseille Saint-Charles,30,"43.9219400,4.78613600","43.3026660,5.38040700"
Rennes,Le Mans,Rennes,Le Mans,47,"48.1035170,-1.6727440","47.9956150,0.19261400"
Massy,Lyon,Massy TGV,Lyon Part Dieu,124,"48.7257580,2.26125400","45.7605960,4.85940900"
Alixan,Nîmes,Valence TGV Rhône-Alpes Sud,Nîmes Centre,43,"44.9919070,4.97865200","43.8323130,4.36587200"
Lyon,Massy,Lyon Part Dieu,Massy TGV,124,"45.7605960,4.85940900","48.7257580,2.26125400"
Le Mans,Laval,Le Mans,Laval,29,"47.9956150,0.19261400","48.0762550,-0.7609290"
Laval,Rennes,Laval,Rennes,24,"48.0762550,-0.7609290","48.1035170,-1.6727440"
Marseille,Avignon,Marseille Saint-Charles,Avignon TGV,27,"43.3026660,5.38040700","43.9219400,4.78613600"
Avignon,Alixan,Avignon TGV,Valence TGV Rhône-Alpes Sud,33,"43.9219400,4.78613600","44.9919070,4.97865200"
Alixan,Lyon,Valence TGV Rhône-Alpes Sud,Lyon Part Dieu,35,"44.9919070,4.97865200","45.7605960,4.85940900"
Lyon,Massy,Lyon Part Dieu,Massy-Palaiseau,131,"45.7605960,4.85940900","48.7264210,2.25752800"
Massy,Versailles,Massy-Palaiseau,Versailles Chantiers,14,"48.7264210,2.25752800","48.7958260,2.13588300"
Chessy,Bezannes,Marne-la-Vallée Chessy,Champagne-Ardenne TGV,27,"48.8698980,2.78262600","49.2147690,3.99452300"
Massy,Bezannes,Massy TGV,Champagne-Ardenne TGV,61,"48.7257580,2.26125400","49.2147690,3.99452300"
Bezannes,Massy,Champagne-Ardenne TGV,Massy TGV,91,"49.2147690,3.99452300","48.7257580,2.26125400"
Nîmes,Alixan,Nîmes Centre,Valence TGV Rhône-Alpes Sud,44,"43.8323130,4.36587200","44.9919070,4.97865200"
Alixan,Paris,Valence TGV Rhône-Alpes Sud,Paris Gare de Lyon Hall 1 - 2,132,"44.9919070,4.97865200","48.8449450,2.37348100"
Paris,Alixan,Paris Gare de Lyon Hall 1 - 2,Valence TGV Rhône-Alpes Sud,131,"48.8449450,2.37348100","44.9919070,4.97865200"
Montpellier,Sète,Montpellier Saint-Roch,Sète,16,"43.6047380,3.88067400","43.4126410,3.69657100"
Sète,Agde,Sète,Agde,14,"43.4126410,3.69657100","43.3172800,3.46620300"
Agde,Béziers,Agde,Béziers,12,"43.3172800,3.46620300","43.3362950,3.21889500"
Béziers,Narbonne,Béziers,Narbonne,14,"43.3362950,3.21889500","43.1906180,3.00566700"
Narbonne,Perpignan,Narbonne,Perpignan,36,"43.1906180,3.00566700","42.6960960,2.87935500"
Perpignan,Narbonne,Perpignan,Narbonne,39,"42.6960960,2.87935500","43.1906180,3.00566700"
Narbonne,Béziers,Narbonne,Béziers,14,"43.1906180,3.00566700","43.3362950,3.21889500"
Béziers,Agde,Béziers,Agde,11,"43.3362950,3.21889500","43.3172800,3.46620300"
Agde,Sète,Agde,Sète,13,"43.3172800,3.46620300","43.4126410,3.69657100"
Sète,Montpellier,Sète,Montpellier Saint-Roch,19,"43.4126410,3.69657100","43.6047380,3.88067400"
Les Auxons,Besançon,Besançon Franche-Comté TGV,Besançon Viotte,11,"47.3072150,5.95361300","47.2470490,6.02194300"
Alixan,Manduel,Valence TGV Rhône-Alpes Sud,Nîmes Pont du Gard,38,"44.9919070,4.97865200","43.8168090,4.50767800"
Manduel,Montpellier,Nîmes Pont du Gard,Montpellier Sud de France,20,"43.8168090,4.50767800","43.5951460,3.92400900"
Montpellier,Manduel,Montpellier Sud de France,Nîmes Pont du Gard,20,"43.5951460,3.92400900","43.8168090,4.50767800"
Manduel,Alixan,Nîmes Pont du Gard,Valence TGV Rhône-Alpes Sud,39,"43.8168090,4.50767800","44.9919070,4.97865200"
Paris,Marseille,Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,184,"48.8449450,2.37348100","43.3026660,5.38040700"
Hyères,Toulon,Hyères,Toulon,13,"43.1089020,6.12420700","43.1283530,5.92940400"
Toulon,Marseille,Toulon,Marseille Saint-Charles,41,"43.1283530,5.92940400","43.3026660,5.38040700"
Toulon,Aix-en-Provence,Toulon,Aix-en-Provence TGV,49,"43.1283530,5.92940400","43.4552370,5.31753400"
Marseille,Toulon,Marseille Saint-Charles,Toulon,43,"43.3026660,5.38040700","43.1283530,5.92940400"
Toulon,Hyères,Toulon,Hyères,15,"43.1283530,5.92940400","43.1089020,6.12420700"
Avignon,Toulon,Avignon TGV,Toulon,67,"43.9219400,4.78613600","43.1283530,5.92940400"
Toulon,Saint-Raphaël,Toulon,Saint-Raphaël Valescure,46,"43.1283530,5.92940400","43.4236310,6.76903700"
Saint-Raphaël,Cannes,Saint-Raphaël Valescure,Cannes,23,"43.4236310,6.76903700","43.5539080,7.01971100"
Cannes,Antibes,Cannes,Antibes,9,"43.5539080,7.01971100","43.5859710,7.11991300"
Antibes,Nice,Antibes,Nice-Ville,20,"43.5859710,7.11991300","43.7045560,7.26190400"
Nice,Antibes,Nice-Ville,Antibes,14,"43.7045560,7.26190400","43.5859710,7.11991300"
Antibes,Cannes,Antibes,Cannes,9,"43.5859710,7.11991300","43.5539080,7.01971100"
Cannes,Saint-Raphaël,Cannes,Saint-Raphaël Valescure,22,"43.5539080,7.01971100","43.4236310,6.76903700"
Saint-Raphaël,Toulon,Saint-Raphaël Valescure,Toulon,47,"43.4236310,6.76903700","43.1283530,5.92940400"
Toulon,Les Arcs,Toulon,Les Arcs - Draguignan,33,"43.1283530,5.92940400","43.4557250,6.48242400"
Les Arcs,Cannes,Les Arcs - Draguignan,Cannes,34,"43.4557250,6.48242400","43.5539080,7.01971100"
Cannes,Les Arcs,Cannes,Les Arcs - Draguignan,34,"43.5539080,7.01971100","43.4557250,6.48242400"
Les Arcs,Toulon,Les Arcs - Draguignan,Toulon,34,"43.4557250,6.48242400","43.1283530,5.92940400"
Toulon,Avignon,Toulon,Avignon TGV,66,"43.1283530,5.92940400","43.9219400,4.78613600"
Paris,Aix-en-Provence,Paris Gare de Lyon Hall 1 - 2,Aix-en-Provence TGV,184,"48.8449450,2.37348100","43.4552370,5.31753400"
Aix-en-Provence,Toulon,Aix-en-Provence TGV,Toulon,51,"43.4552370,5.31753400","43.1283530,5.92940400"
Saint-Raphaël,Les Arcs,Saint-Raphaël Valescure,Les Arcs - Draguignan,14,"43.4236310,6.76903700","43.4557250,6.48242400"
Paris,Colombier-Saugnieu,Paris Gare de Lyon Hall 1 - 2,Lyon Saint-Exupéry TGV,111,"48.8449450,2.37348100","45.7211090,5.07496900"
Colombier-Saugnieu,Valence,Lyon Saint-Exupéry TGV,Valence Ville,32,"45.7211090,5.07496900","44.9280810,4.89328800"
Miramas,Arles,Miramas,Arles,18,"43.5807370,4.99956500","43.6848630,4.63210500"
Arles,Avignon,Arles,Avignon Centre,17,"43.6848630,4.63210500","43.9419230,4.80526900"
Valence,Colombier-Saugnieu,Valence Ville,Lyon Saint-Exupéry TGV,29,"44.9280810,4.89328800","45.7211090,5.07496900"
Colombier-Saugnieu,Paris,Lyon Saint-Exupéry TGV,Paris Gare de Lyon Hall 1 - 2,112,"45.7211090,5.07496900","48.8449450,2.37348100"
Sète,Montpellier,Sète,Montpellier Sud de France,19,"43.4126410,3.69657100","43.5951460,3.92400900"
Montpellier,Sète,Montpellier Sud de France,Sète,13,"43.5951460,3.92400900","43.4126410,3.69657100"
Paris,Valserhône,Paris Gare de Lyon Hall 1 - 2,Bellegarde,164,"48.8449450,2.37348100","46.1094250,5.82348300"
Valserhône,Annemasse,Bellegarde,Annemasse,35,"46.1094250,5.82348300","46.1992450,6.23643100"
Annemasse,Thonon-les-Bains,Annemasse,Thonon-les-Bains,38,"46.1992450,6.23643100","46.3689890,6.48167300"
Thonon-les-Bains,Évian-les-Bains,Thonon-les-Bains,Évian-les-Bains,8,"46.3689890,6.48167300","46.3979160,6.57746900"
Évian-les-Bains,Thonon-les-Bains,Évian-les-Bains,Thonon-les-Bains,8,"46.3979160,6.57746900","46.3689890,6.48167300"
Thonon-les-Bains,Annemasse,Thonon-les-Bains,Annemasse,27,"46.3689890,6.48167300","46.1992450,6.23643100"
Annemasse,Valserhône,Annemasse,Bellegarde,41,"46.1992450,6.23643100","46.1094250,5.82348300"
Valserhône,Paris,Bellegarde,Paris Gare de Lyon Hall 1 - 2,184,"46.1094250,5.82348300","48.8449450,2.37348100"
Paris,Écuisses,Paris Gare de Lyon Hall 1 - 2,Le Creusot-TGV,80,"48.8449450,2.37348100","46.7653390,4.49943000"
Écuisses,Lyon,Le Creusot-TGV,Lyon Part Dieu,41,"46.7653390,4.49943000","45.7605960,4.85940900"
Lyon,Mâcon,Lyon Part Dieu,Mâcon - Loché TGV,24,"45.7605960,4.85940900","46.2829120,4.77892400"
Mâcon,Écuisses,Mâcon - Loché TGV,Le Creusot-TGV,19,"46.2829120,4.77892400","46.7653390,4.49943000"
Écuisses,Paris,Le Creusot-TGV,Paris Gare de Lyon Hall 1 - 2,81,"46.7653390,4.49943000","48.8449450,2.37348100"
Lyon,Écuisses,Lyon Part Dieu,Le Creusot-TGV,39,"45.7605960,4.85940900","46.7653390,4.49943000"
Écuisses,Mâcon,Le Creusot-TGV,Mâcon - Loché TGV,18,"46.7653390,4.49943000","46.2829120,4.77892400"
Mâcon,Lyon,Mâcon - Loché TGV,Lyon Part Dieu,27,"46.2829120,4.77892400","45.7605960,4.85940900"
Lyon,Saint-Étienne,Lyon Part Dieu,Saint-Étienne Châteaucreux,42,"45.7605960,4.85940900","45.4433660,4.39972200"
Saint-Étienne,Lyon,Saint-Étienne Châteaucreux,Lyon Part Dieu,42,"45.4433660,4.39972200","45.7605960,4.85940900"
Besançon,Mulhouse,Besançon Viotte,Mulhouse,48,"47.2470490,6.02194300","47.7426910,7.34316000"
Dijon,Dole,Dijon,Dole,23,"47.3234110,5.02725600","47.0961500,5.48806000"
Dole,Besançon,Dole,Besançon Viotte,25,"47.0961500,5.48806000","47.2470490,6.02194300"
Besançon,Dole,Besançon Viotte,Dole,22,"47.2470490,6.02194300","47.0961500,5.48806000"
Dole,Dijon,Dole,Dijon,25,"47.0961500,5.48806000","47.3234110,5.02725600"
Besançon,Les Auxons,Besançon Viotte,Besançon Franche-Comté TGV,13,"47.2470490,6.02194300","47.3072150,5.95361300"
Colombier-Saugnieu,Grenoble,Lyon Saint-Exupéry TGV,Grenoble,66,"45.7211090,5.07496900","45.1931300,5.71411400"
Grenoble,Colombier-Saugnieu,Grenoble,Lyon Saint-Exupéry TGV,64,"45.1931300,5.71411400","45.7211090,5.07496900"
Paris,Mâcon,Paris Gare de Lyon Hall 1 - 2,Mâcon - Loché TGV,94,"48.8449450,2.37348100","46.2829120,4.77892400"
Mâcon,Chambéry,Mâcon - Loché TGV,Chambéry - Challes-les-Eaux,73,"46.2829120,4.77892400","45.5713020,5.91954700"
Chambéry,Mâcon,Chambéry - Challes-les-Eaux,Mâcon - Loché TGV,73,"45.5713020,5.91954700","46.2829120,4.77892400"
Mâcon,Paris,Mâcon - Loché TGV,Paris Gare de Lyon Hall 1 - 2,96,"46.2829120,4.77892400","48.8449450,2.37348100"
Paris,Lille,Paris Gare du Nord,Lille Flandres,62,"48.8801360,2.35485100","50.6365770,3.06987000"
Lille,Paris,Lille Flandres,Paris Gare du Nord,64,"50.6365770,3.06987000","48.8801360,2.35485100"
Valenciennes,Douai,Valenciennes,Douai,24,"50.3632650,3.51787500","50.3716730,3.08995800"
Arras,Paris,Arras,Paris Gare du Nord,51,"50.2868110,2.78015900","48.8801360,2.35485100"
Paris,Arras,Paris Gare du Nord,Arras,49,"48.8801360,2.35485100","50.2868110,2.78015900"
Douai,Valenciennes,Douai,Valenciennes,25,"50.3716730,3.08995800","50.3632650,3.51787500"
Arras,Lens,Arras,Lens,11,"50.2868110,2.78015900","50.4277160,2.82598400"
Lens,Douai,Lens,Douai,19,"50.4277160,2.82598400","50.3716730,3.08995800"
Tourcoing,Roubaix,Tourcoing,Roubaix,3,"50.7172720,3.16780700","50.6961110,3.16464200"
Roubaix,Wasquehal,Roubaix,Croix - Wasquehal,3,"50.6961110,3.16464200","50.6785280,3.13806900"
Wasquehal,Lille,Croix - Wasquehal,Lille Flandres,9,"50.6785280,3.13806900","50.6365770,3.06987000"
Lille,Arras,Lille Flandres,Arras,22,"50.6365770,3.06987000","50.2868110,2.78015900"
Dunkerque,Lille,Dunkerque,Lille Europe,32,"51.0312480,2.36851500","50.6390140,3.07627900"
Lille,Arras,Lille Europe,Arras,19,"50.6390140,3.07627900","50.2868110,2.78015900"
Arras,Lille,Arras,Lille Europe,22,"50.2868110,2.78015900","50.6390140,3.07627900"
Lille,Dunkerque,Lille Europe,Dunkerque,32,"50.6390140,3.07627900","51.0312480,2.36851500"
Arras,Lille,Arras,Lille Flandres,21,"50.2868110,2.78015900","50.6365770,3.06987000"
